Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,Policy Against Child Labor,Pct Women in Workforce,Fatalities - Employees,Fatalities - Total,Total Recordable Incident Rate - Employees,Number of Employees - CSR,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Total Energy Consumption,Total Water Withdrawal,Human Rights Policy,Equal Opportunity Policy,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Waste Reduction Policy,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Market Cap Category,Country
Posco International Corp,047050,2023,4.29,2.09,7.12,5.13,70.476,74.721,49.395,87.237,2.882,False,429.6283333333333,234.60007450980393,True,17.207,0.0,0.0,0.15,382.0677083333333,1.0,4.0,4.0,8.0,97.92,7.0,30.0,4.0,11.0,100.0,0.0,3.437745740498034,5.160390516039052,93.96819696969696,0.0,1.0,59.0,64.0,4.0,7.0,4.0,2.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2015,2.38,2.27,2.72,2.23,53.345,66.717,41.203,52.107,1.561,False,429.6283333333333,582.114,True,26.508317841079464,0.0,0.0,0.79,382.0677083333333,21.621951219512194,3.0,3.686777920410783,3.0,94.09853801169591,11.0,7.0,10.0,4.0,84.09,5.0,3.0,2.0,93.96819696969696,0.0,0.0,50.06,72.24714285714286,4.0,5.0,3.0,2.0,93.79323809523811,1.8452970297029703,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2016,2.16,1.6,2.76,2.58,50.035,46.028,39.389,64.63,1.796,False,429.6283333333333,620.155,True,26.508317841079464,0.0,0.0,0.5663528455284552,382.0677083333333,21.621951219512194,3.0,3.686777920410783,3.0,94.09853801169591,11.0,4.0,10.0,4.0,88.19,5.0,1.0,1.0,93.96819696969696,0.0,0.0,50.06,72.24714285714286,4.0,5.0,1.0,1.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2017,2.95,2.62,2.72,3.77,53.727,60.405,41.203,59.542,1.325,False,429.6283333333333,570.836,False,26.508317841079464,0.0,0.0,0.41,382.0677083333333,21.621951219512194,3.0,1.0,4.0,100.0,11.0,5.0,10.0,10.678117048346056,93.34091862068965,5.0,3.0,5.160390516039052,93.96819696969696,0.0,0.0,50.06,72.24714285714286,4.0,5.0,3.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2018,0.96,0.48,0.88,2.0,9.164,17.638,9.885,0.0,22.403380067567568,False,429.6283333333333,234.60007450980393,False,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,382.0677083333333,21.621951219512194,3.7364066193853427,3.686777920410783,7.215712383488682,94.09853801169591,10.268551236749117,11.777777777777779,8.578014184397164,10.678117048346056,93.34091862068965,3.6953955135773318,3.437745740498034,5.160390516039052,93.96819696969696,1.3815165876777251,2.2261484098939928,50.06,72.24714285714286,7.110059171597634,3.8787158145065397,3.69811320754717,4.5834522111269616,93.79323809523811,1.8452970297029703,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2019,3.15,2.67,2.85,4.34,60.085,64.724,30.562,84.859,0.065,False,429.6283333333333,958.2,False,0.062,0.0,0.9289256198347108,0.06,382.0677083333333,21.621951219512194,3.0,3.686777920410783,6.0,100.0,11.0,3.0,11.0,6.0,89.0,5.0,3.0,6.0,100.0,0.0,0.0,40.0,76.0,6.0,5.0,3.0,6.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2020,2.15,1.21,1.77,4.6,53.868,49.411,27.207,84.859,0.065,False,429.6283333333333,891.7,False,0.06,0.0,0.9289256198347108,0.05,382.0677083333333,21.621951219512194,3.0,3.686777920410783,6.0,100.0,11.0,4.0,11.0,4.0,100.0,5.0,3.0,4.0,100.0,0.0,0.0,41.0,77.0,5.0,5.0,3.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2021,2.66,2.23,1.73,4.63,58.887,71.157,25.544,79.862,0.13,False,429.6283333333333,950.9,False,0.36,0.0,0.9289256198347108,0.09,382.0677083333333,21.621951219512194,3.0,3.686777920410783,7.0,95.23,11.0,5.0,11.0,4.0,100.0,5.0,3.0,4.0,100.0,0.0,0.0,50.06,72.24714285714286,5.0,5.0,3.0,4.0,95.0,3.0,341.7038493150685,423.77154455445543,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,Mid Cap,Canada
Sahara International Petrochemical Co,SIPCHEM,2022,3.32,3.62,1.8,4.6,60.819,71.489,31.016,79.862,0.302,False,429.6283333333333,962.6,False,0.987,0.0,0.9289256198347108,0.08,382.0677083333333,21.621951219512194,4.0,3.686777920410783,6.0,100.0,14.0,6.0,14.0,6.0,100.0,4.0,2.0,4.0,100.0,0.0,0.0,50.06,72.24714285714286,7.0,4.0,2.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,Mid Cap,Canada
Saipem SpA,SPM,2015,4.54,3.71,3.87,6.51,64.159,54.666,53.446,84.287,25.8,False,429.6283333333333,43.0,False,11.34,2.0,2.0,0.5663528455284552,382.0677083333333,6.0,3.0,3.0,26.0,81.0,9.0,2.0,8.0,18.0,92.66,3.0,3.0,11.0,94.0,0.0,3.0,50.06,72.24714285714286,6.0,3.0,3.0,11.0,94.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,Mid Cap,Italy
Saipem SpA,SPM,2016,4.62,2.87,4.85,7.17,67.74,47.901,65.961,89.284,20.2,False,429.6283333333333,38.9,True,10.547,0.0,1.0,0.5663528455284552,382.0677083333333,7.0,3.0,3.0,16.0,100.0,9.0,1.0,8.0,16.0,94.57,3.0,3.0,16.0,98.0,0.0,3.0,48.0,68.0,5.0,3.0,3.0,16.0,98.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,Mid Cap,Italy
Saipem SpA,SPM,2017,4.95,3.48,4.92,7.27,69.943,48.233,65.961,95.545,22.6,False,429.6283333333333,37.5,True,10.55,0.0,3.0,0.5663528455284552,382.0677083333333,8.0,3.0,3.0,14.0,92.85,9.0,1.0,8.0,13.0,94.87,3.0,3.0,11.0,96.96,0.0,3.0,49.0,69.0,6.0,3.0,3.0,11.0,96.96,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,Mid Cap,Italy
Saipem SpA,SPM,2018,5.08,3.53,5.65,6.87,73.494,51.072,73.216,96.117,15.9,False,429.6283333333333,35.7,True,10.68,0.0,4.0,0.122,382.0677083333333,9.0,3.0,2.0,17.0,98.0,9.0,1.0,8.0,30.0,95.51,3.0,3.0,13.0,100.0,0.0,3.0,50.0,67.0,5.0,3.0,3.0,13.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,Mid Cap,Italy
Saipem SpA,SPM,2019,5.12,3.72,5.19,7.21,74.017,51.072,74.788,96.117,16.536,False,429.6283333333333,31.6,True,10.5,3.0,3.0,0.19,382.0677083333333,1.0,3.0,2.0,20.0,93.0,9.0,1.0,8.0,17.0,96.08,3.0,3.0,13.0,100.0,0.0,3.0,51.0,68.0,5.0,3.0,3.0,13.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,Mid Cap,Italy
Saipem SpA,SPM,2020,5.87,5.1,5.59,7.27,79.328,65.449,76.36,96.117,13.2,False,429.6283333333333,19.2,True,11.31,0.0,2.0,0.09,382.0677083333333,2.0,3.0,3.0,17.0,90.0,9.0,1.0,8.0,15.0,92.95,3.0,3.0,15.0,100.0,0.0,4.0,50.0,69.0,5.0,3.0,3.0,15.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Mid Cap,Italy
Saipem SpA,SPM,2021,5.89,4.56,6.56,7.16,80.636,65.781,79.958,96.117,12.4,True,429.6283333333333,23.8,True,10.14,0.0,1.0,0.102,382.0677083333333,3.0,3.0,3.0,18.0,94.0,9.0,11.0,8.0,16.0,96.528,3.0,2.0,14.0,100.0,2.0,4.0,50.0,64.0,5.0,3.0,2.0,14.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Mid Cap,Italy
Saipem SpA,SPM,2022,5.61,4.18,6.26,7.07,80.847,65.781,80.593,96.117,14.0,True,429.6283333333333,26.5,True,10.6,0.0,1.0,0.108,382.0677083333333,4.0,3.0,3.0,19.0,94.74,9.0,14.0,8.0,28.0,99.2,3.0,2.0,18.0,100.0,3.0,4.0,41.0,63.0,5.0,3.0,2.0,18.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Italy
Saipem SpA,SPM,2023,5.8,4.11,6.54,7.6,80.847,65.781,80.593,96.117,11.2,True,429.6283333333333,14.4,True,11.4,0.0,1.0,0.086,382.0677083333333,5.0,3.0,3.0,18.0,93.0,9.0,15.0,8.0,14.0,98.46,3.0,2.0,12.0,100.0,3.0,4.0,45.0,64.0,5.0,3.0,2.0,12.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Italy
Santos Ltd,STO,2015,4.43,4.86,2.47,6.01,62.951,60.224,41.747,86.785,13.444,True,429.6283333333333,30.0,True,25.44,0.0,0.0,0.5663528455284552,382.0677083333333,21.621951219512194,5.0,5.0,5.0,100.0,8.0,13.0,7.0,16.0,86.89,3.0,3.0,5.0,100.0,1.0,2.0,51.0,70.0,7.0,3.0,2.0,8.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Santos Ltd,STO,2016,4.38,4.87,1.94,6.56,58.918,60.224,40.236,76.219,17.083,True,429.6283333333333,30.0,True,24.45,0.0,0.0,0.26,382.0677083333333,21.621951219512194,4.0,4.0,4.0,88.89,9.0,8.0,8.0,13.0,94.78,3.0,3.0,5.0,78.57,1.0,1.0,50.06,72.24714285714286,8.0,3.0,3.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Santos Ltd,STO,2017,4.76,5.51,2.09,6.76,59.712,60.556,39.208,79.29,16.838,True,429.6283333333333,310.0,True,23.5,0.0,0.0,0.44,382.0677083333333,12.0,4.0,3.0,4.0,90.0,8.0,9.0,7.0,15.0,91.85,3.0,2.0,4.0,100.0,1.0,2.0,50.06,72.24714285714286,6.0,3.0,3.0,3.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Santos Ltd,STO,2018,5.35,6.12,3.09,6.67,59.642,60.888,38.664,79.29,16.246,True,429.6283333333333,390.0,True,22.3,0.0,0.0,0.5663528455284552,382.0677083333333,13.0,4.0,3.0,4.0,85.35,8.0,10.0,7.0,17.0,87.5,4.0,3.0,4.0,86.67,1.0,2.0,50.06,72.24714285714286,6.0,4.0,4.0,3.0,91.66,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Santos Ltd,STO,2019,5.06,5.71,2.81,6.61,54.864,46.542,38.664,79.29,22.403380067567568,True,429.6283333333333,530.0,True,21.6,0.0,0.0,0.5663528455284552,382.0677083333333,14.0,4.0,4.0,4.0,91.66,9.0,12.0,8.0,7.0,100.0,4.0,3.0,4.0,100.0,3.0,3.0,50.06,72.24714285714286,7.0,4.0,4.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Santos Ltd,STO,2020,5.51,6.0,3.41,7.11,56.011,48.263,39.692,79.982,22.403380067567568,True,429.6283333333333,570.0,True,21.3,0.0,0.0,0.5663528455284552,382.0677083333333,15.0,4.0,4.0,5.0,100.0,9.0,11.0,8.0,9.0,98.76,4.0,3.0,4.0,100.0,3.0,3.0,50.06,72.24714285714286,7.0,4.0,4.0,3.0,91.67,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Santos Ltd,STO,2021,5.64,5.75,3.98,7.32,56.956,44.82,39.692,86.243,22.403380067567568,True,429.6283333333333,610.0,True,24.0,0.0,0.0,0.5663528455284552,382.0677083333333,16.0,4.0,4.0,4.0,93.75,10.0,11.0,9.0,19.0,96.11,3.0,3.0,5.0,100.0,5.0,4.0,50.06,72.24714285714286,9.0,4.0,4.0,3.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Santos Ltd,STO,2022,5.18,5.8,2.71,7.09,56.101,44.82,37.122,86.243,22.403380067567568,True,429.6283333333333,610.0,True,24.4,0.0,0.0,0.5663528455284552,382.0677083333333,17.0,4.0,4.0,4.0,100.0,10.0,12.0,9.0,11.0,99.09,4.0,4.0,4.0,100.0,4.0,4.0,50.06,72.24714285714286,9.0,4.0,4.0,3.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,Australia
Sapura Energy Bhd,SAPE,2015,1.21,0.16,1.33,2.98,27.009,1.238,7.83,71.794,22.403380067567568,False,429.6283333333333,234.60007450980393,True,13.0,0.20775193798449612,0.9289256198347108,0.5663528455284552,382.0677083333333,21.621951219512194,4.0,4.0,9.0,96.96,11.0,8.0,10.0,9.0,90.25,3.0,1.0,5.160390516039052,93.96819696969696,0.0,1.0,46.0,71.0,4.0,4.0,3.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,Small Cap,Canada
Sapura Energy Bhd,SAPE,2016,1.37,0.16,1.33,3.72,25.621,0.423,4.474,71.794,22.403380067567568,False,429.6283333333333,234.60007450980393,True,30.0,0.20775193798449612,0.9289256198347108,0.5663528455284552,382.0677083333333,21.621951219512194,3.0,3.0,10.0,100.0,9.0,8.0,8.0,8.0,91.93,3.0,1.0,5.160390516039052,93.96819696969696,0.0,1.0,47.0,72.0,4.0,3.0,2.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,Small Cap,Canada
Sapura Energy Bhd,SAPE,2017,1.54,0.16,1.78,3.87,26.315,0.423,9.069,69.296,22.403380067567568,False,429.6283333333333,234.60007450980393,True,30.0,0.0,0.9289256198347108,0.5663528455284552,382.0677083333333,21.621951219512194,3.0,3.0,11.0,100.0,10.0,8.0,8.0,8.0,95.83,3.0,1.0,5.160390516039052,93.96819696969696,1.0,1.0,47.0,73.0,5.0,3.0,2.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,False,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,Small Cap,Canada
Sapura Energy Bhd,SAPE,2018,1.39,0.4,1.36,3.16,32.924,1.238,21.826,75.557,22.403380067567568,False,429.6283333333333,234.60007450980393,True,30.0,1.0,0.9289256198347108,1.65,382.0677083333333,21.621951219512194,5.0,5.0,12.0,98.33,10.0,8.0,8.0,10.0,93.0,3.0,1.0,5.160390516039052,93.96819696969696,1.0,1.0,49.0,74.0,5.0,3.0,2.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,Small Cap,Canada
Sapura Energy Bhd,SAPE,2019,2.05,0.4,2.75,4.31,37.602,15.615,21.493,75.557,22.403380067567568,False,429.6283333333333,234.60007450980393,True,26.508317841079464,0.0,0.9289256198347108,1.21,382.0677083333333,21.621951219512194,4.0,4.0,11.0,95.45,8.0,7.0,7.0,15.0,91.66,4.0,3.0,5.160390516039052,93.96819696969696,1.0,1.0,50.0,75.0,5.0,3.0,2.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Sapura Energy Bhd,SAPE,2020,2.4,0.82,2.82,4.72,45.911,18.423,36.82,82.36,22.403380067567568,False,429.6283333333333,234.60007450980393,True,26.508317841079464,3.0,0.9289256198347108,0.99,382.0677083333333,21.621951219512194,4.0,4.0,11.0,93.18,11.0,9.0,10.0,7.0,98.57,4.0,3.0,2.0,100.0,2.0,2.0,50.06,72.24714285714286,6.0,3.0,2.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Sapura Energy Bhd,SAPE,2021,2.65,0.55,4.59,4.5,43.084,17.125,24.607,87.357,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.0,0.9289256198347108,0.99,382.0677083333333,21.621951219512194,4.0,3.0,11.0,100.0,11.0,10.0,10.0,13.0,99.25,4.0,3.0,5.0,100.0,1.0,0.0,44.0,72.0,5.0,4.0,3.0,5.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Sapura Energy Bhd,SAPE,2022,1.94,0.4,1.94,4.86,43.939,19.118,25.181,87.357,22.403380067567568,True,184.271,12.664,True,30.0,0.0,0.9289256198347108,2.16,382.0677083333333,21.621951219512194,4.0,3.0,11.0,100.0,11.0,9.0,10.0,12.0,99.22,4.0,4.0,7.0,100.0,1.0,0.0,53.0,73.0,6.0,4.0,4.0,7.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Sapura Energy Bhd,SAPE,2023,2.63,0.4,4.0,5.45,45.327,19.118,29.353,87.357,22.403380067567568,True,158.411,12.129,True,33.0,0.0,0.9289256198347108,0.336,382.0677083333333,21.621951219512194,4.0,3.0,12.0,100.0,9.0,9.0,8.0,13.0,100.0,4.0,3.0,6.0,100.0,3.0,0.0,43.0,71.0,4.0,4.0,4.0,6.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Saudi Arabian Oil Co,ARAMCO,2018,2.31,2.23,1.62,3.24,34.755,19.601,16.233,68.302,22.403380067567568,True,429.6283333333333,234.60007450980393,False,4.7,0.20775193798449612,9.0,0.5663528455284552,382.0677083333333,1.0,5.0,3.0,7.215712383488682,94.09853801169591,11.0,7.0,10.0,10.678117048346056,93.34091862068965,5.0,3.0,5.160390516039052,93.96819696969696,0.0,1.0,48.0,78.0,5.0,5.0,2.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,False,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,Mega Cap,Canada
Saudi Arabian Oil Co,ARAMCO,2019,2.73,2.38,1.94,4.3,50.257,34.461,20.012,96.117,22.403380067567568,True,429.6283333333333,234.60007450980393,False,4.9,0.20775193798449612,6.0,0.5663528455284552,382.0677083333333,2.0,5.0,3.0,4.0,94.73,11.0,7.0,10.0,7.0,97.4,5.0,3.0,6.0,83.33,0.0,1.0,46.0,79.0,5.0,5.0,2.0,2.0,90.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Mega Cap,Canada
Saudi Arabian Oil Co,ARAMCO,2020,3.26,2.01,3.84,5.12,51.091,35.548,27.721,89.856,22.403380067567568,True,429.6283333333333,234.60007450980393,False,5.1,0.20775193798449612,1.0,0.5663528455284552,382.0677083333333,3.0,5.0,3.0,4.0,95.0,11.0,8.0,10.0,5.0,98.18,5.0,3.0,5.0,95.0,0.0,1.0,47.0,80.0,5.0,5.0,2.0,2.0,90.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,Mega Cap,Canada
Saudi Arabian Oil Co,ARAMCO,2021,3.33,2.22,3.76,5.04,54.652,38.931,28.749,96.117,22.403380067567568,True,429.6283333333333,234.60007450980393,True,5.6,0.20775193798449612,1.0,0.5663528455284552,382.0677083333333,4.0,5.0,4.0,4.0,100.0,11.0,8.0,10.0,7.0,97.18,5.0,3.0,5.0,100.0,0.0,1.0,52.0,73.0,5.0,5.0,1.0,2.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Mega Cap,Canada
Saudi Arabian Oil Co,ARAMCO,2022,3.4,2.23,4.18,4.86,57.187,40.35,34.946,96.117,22.403380067567568,True,429.6283333333333,234.60007450980393,True,6.4,1.0,5.0,0.5663528455284552,382.0677083333333,5.0,5.0,4.0,5.0,100.0,11.0,8.0,10.0,5.0,100.0,5.0,3.0,4.0,100.0,0.0,1.0,53.0,74.0,5.0,5.0,1.0,3.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Mega Cap,Canada
Seven Generations Energy Ltd,VII,2015,1.96,1.17,0.34,6.26,28.74,7.037,10.853,68.182,22.403380067567568,True,274.007,5.492,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,104.0,2.0,3.0,3.0,7.215712383488682,94.09853801169591,9.0,11.0,8.0,10.0,96.3,3.0,3.0,5.160390516039052,93.96819696969696,2.0,0.0,38.0,70.0,8.0,3.0,3.0,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Unknown,Canada
Seven Generations Energy Ltd,VII,2016,1.92,0.54,0.94,6.85,33.407,4.198,10.853,84.979,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,141.0,3.0,3.0,3.0,4.0,91.67,11.0,14.0,10.0,12.0,95.83,4.0,4.0,8.0,96.77,3.0,1.0,39.0,71.0,10.0,4.0,4.0,4.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Unknown,Canada
Seven Generations Energy Ltd,VII,2017,3.29,2.97,1.01,7.18,40.388,25.159,10.853,84.979,2.83,True,871.011,5.08,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,179.0,4.0,4.0,4.0,4.0,92.85,12.0,10.0,11.0,8.0,95.74,4.0,4.0,6.0,100.0,1.0,1.0,40.0,72.0,10.0,4.0,4.0,6.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Unknown,Canada
Seven Generations Energy Ltd,VII,2018,4.05,3.2,2.84,7.19,50.669,39.686,27.207,84.979,2.349,True,429.6283333333333,6.12,True,34.19,0.0,0.0,0.5663528455284552,231.0,5.0,4.0,4.0,4.0,100.0,12.0,12.0,11.0,9.0,100.0,4.0,4.0,6.0,100.0,2.0,1.0,41.0,73.0,11.0,4.0,4.0,4.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Unknown,Canada
Seven Generations Energy Ltd,VII,2019,4.32,3.22,3.3,7.75,52.52,34.552,31.62,91.24,22.403380067567568,True,429.6283333333333,234.60007450980393,True,33.0,0.0,0.0,0.5663528455284552,251.0,6.0,4.0,4.0,4.0,100.0,10.0,12.0,9.0,9.0,98.21,4.0,4.0,4.0,100.0,4.0,2.0,42.0,70.0,9.0,3.0,3.0,5.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Unknown,Canada
Shelf Drilling Ltd,SHLF,2021,2.31,1.22,3.59,2.77,51.464,47.176,29.776,77.333,4.436,True,239.002,0.565,True,25.0,0.20775193798449612,1.0,0.5663528455284552,382.0677083333333,10.0,4.0,4.0,9.0,97.22,10.0,4.0,9.0,10.0,92.66,3.0,3.0,4.0,100.0,0.0,0.0,45.0,81.0,4.0,3.0,3.0,3.0,100.0,1.8452970297029703,869.494,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,Small Cap,United Arab Emirates
Shelf Drilling Ltd,SHLF,2022,3.45,2.55,4.88,3.38,53.244,48.898,33.404,77.333,4.623,True,252.942,0.68,True,26.0,0.0,0.0,0.5663528455284552,382.0677083333333,11.0,4.0,4.0,8.0,96.87,10.0,4.0,10.0,11.0,89.09,3.0,3.0,4.0,100.0,0.0,0.0,46.0,82.0,4.0,3.0,3.0,1.0,100.0,1.8452970297029703,906.233,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,Small Cap,United Arab Emirates
Shell PLC,SHEL,2015,5.99,5.51,5.02,7.94,65.688,52.915,53.507,90.548,104.0,True,429.6283333333333,234.60007450980393,True,30.0,1.0,7.0,0.5663528455284552,382.0677083333333,11.0,4.0,4.0,6.0,95.83,11.0,9.0,9.0,12.0,95.62,3.0,3.0,5.0,86.66,0.0,3.0,54.0,69.0,9.0,3.0,3.0,7.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Mega Cap,United Kingdom
