Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,Policy Against Child Labor,Pct Women in Workforce,Fatalities - Employees,Fatalities - Total,Total Recordable Incident Rate - Employees,Number of Employees - CSR,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Total Energy Consumption,Total Water Withdrawal,Human Rights Policy,Equal Opportunity Policy,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Waste Reduction Policy,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Market Cap Category,Country
China Petroleum & Chemical Corp,386,2017,3.55,2.53,3.53,5.56,49.422,39.233,34.734,74.202,22.403380067567568,False,429.6283333333333,234.60007450980393,True,35.9,3.0,0.9289256198347108,0.001,382.0677083333333,5.0,3.0,3.0,4.0,100.0,10.0,10.0,5.0,5.0,95.45,3.0,2.0,1.0,100.0,1.0,0.0,54.0,64.0,4.0,0.0,3.69811320754717,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,Large Cap,China
China Petroleum & Chemical Corp,386,2018,3.89,3.16,3.57,5.61,55.779,48.898,34.734,83.594,99.8,False,429.6283333333333,234.60007450980393,True,35.0,3.0,0.9289256198347108,0.0,382.0677083333333,6.0,3.0,3.0,6.0,100.0,11.0,10.0,6.0,7.0,85.41,3.0,2.0,1.0,100.0,0.0,0.0,51.0,65.0,4.0,3.0,2.0,2.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,Large Cap,China
China Petroleum & Chemical Corp,386,2019,3.94,2.97,4.18,5.52,53.335,42.132,37.304,80.464,95.9,False,429.6283333333333,234.60007450980393,True,33.8,1.0,0.9289256198347108,0.0,382.0677083333333,7.0,3.0,3.0,4.0,100.0,10.0,8.0,6.0,4.0,95.45,3.0,2.0,1.0,100.0,0.0,0.0,52.0,66.0,4.0,3.0,2.0,0.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,Large Cap,China
China Petroleum & Chemical Corp,386,2020,4.25,3.85,3.96,5.27,56.745,49.23,37.304,83.594,21.762,True,429.6283333333333,234.60007450980393,True,33.1,3.0,0.9289256198347108,0.106,382.0677083333333,8.0,3.0,3.0,6.0,100.0,9.0,9.0,5.0,11.0,100.0,3.0,2.0,1.0,100.0,1.0,0.0,49.0,67.0,3.0,3.0,2.0,5.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,Large Cap,China
China Petroleum & Chemical Corp,386,2021,4.43,4.13,4.08,5.34,58.837,49.23,37.304,89.856,20.774,True,429.6283333333333,234.60007450980393,True,32.1,2.0,0.9289256198347108,0.115,382.0677083333333,1.0,4.0,4.0,5.0,100.0,10.0,9.0,6.0,7.0,100.0,3.0,2.0,1.0,100.0,1.0,1.0,51.0,66.0,4.0,3.0,2.0,2.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,China
China Petroleum & Chemical Corp,386,2022,4.69,4.19,4.47,5.81,60.447,54.062,37.304,89.856,19.247,True,429.6283333333333,234.60007450980393,True,31.0,2.0,0.9289256198347108,0.07,382.0677083333333,2.0,4.0,4.0,5.0,100.0,10.0,8.0,6.0,9.0,100.0,3.0,2.0,1.0,100.0,1.0,1.0,52.0,67.0,4.0,3.0,2.0,1.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,China
China Petroleum & Chemical Corp,386,2023,4.71,4.09,4.78,5.76,58.465,50.68,34.734,89.856,19.984,True,429.6283333333333,234.60007450980393,True,30.73,1.0,0.9289256198347108,0.051,382.0677083333333,3.0,4.0,4.0,5.0,100.0,9.0,7.0,6.0,6.0,100.0,3.0,2.0,1.0,100.0,1.0,1.0,53.0,68.0,4.0,3.0,2.0,2.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,China
Cia Brasileira de Aluminio,CBAV3,2021,6.45,6.76,8.19,4.01,56.644,73.18,35.006,61.71,0.133,False,429.6283333333333,799.535,True,14.3,0.0,0.0,0.208,382.0677083333333,4.0,3.0,3.686777920410783,7.215712383488682,94.09853801169591,6.0,9.0,6.0,19.0,93.34091862068965,3.0,3.437745740498034,5.160390516039052,93.96819696969696,2.0,1.0,36.0,70.0,2.0,0.0,3.69811320754717,4.5834522111269616,93.79323809523811,2.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Brazil
Cia Brasileira de Aluminio,CBAV3,2022,4.34,6.42,2.2,4.38,49.009,62.761,24.879,59.332,22.403380067567568,True,429.6283333333333,277.855,True,17.0,0.0,0.0,0.5663528455284552,382.0677083333333,5.0,3.0,3.686777920410783,7.215712383488682,94.09853801169591,7.0,8.0,7.0,10.678117048346056,93.34091862068965,4.0,3.437745740498034,5.160390516039052,93.96819696969696,2.0,1.0,37.0,71.0,4.0,0.0,3.69811320754717,4.5834522111269616,93.79323809523811,2.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Brazil
ConocoPhillips,COP,2015,5.39,4.17,5.55,7.54,63.213,55.542,40.236,93.739,88.5,True,429.6283333333333,234.60007450980393,True,27.0,0.0,0.0,0.09,382.0677083333333,67.0,5.0,5.0,10.0,75.0,11.0,10.0,10.0,5.0,75.0,4.0,4.0,8.0,75.0,3.0,2.0,46.0,71.0,10.0,3.0,3.0,6.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
ConocoPhillips,COP,2016,5.17,4.27,5.1,6.91,65.768,60.646,42.805,93.739,57.2,True,429.6283333333333,234.60007450980393,True,27.0,0.0,0.0,0.09,382.0677083333333,68.0,4.0,4.0,10.0,75.0,11.0,9.0,10.0,6.0,75.0,5.0,5.0,8.0,75.0,3.0,2.0,48.0,72.0,10.0,3.0,3.0,5.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
ConocoPhillips,COP,2017,5.58,4.54,5.5,7.59,67.197,62.368,45.375,93.739,33.9,True,429.6283333333333,234.60007450980393,True,26.0,0.0,0.0,0.07,382.0677083333333,69.0,6.0,6.0,10.0,75.0,12.0,9.0,11.0,8.0,75.0,5.0,5.0,8.0,75.0,3.0,4.0,49.0,72.0,11.0,4.0,4.0,5.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
ConocoPhillips,COP,2018,5.83,4.98,5.47,7.77,66.543,58.985,46.796,93.739,36.1,True,429.6283333333333,234.60007450980393,True,26.0,0.0,0.0,0.06,382.0677083333333,70.0,5.0,5.0,10.0,75.0,12.0,9.0,11.0,6.0,75.0,5.0,5.0,8.0,75.0,3.0,4.0,50.0,72.0,11.0,5.0,5.0,5.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
ConocoPhillips,COP,2019,6.25,5.63,5.93,7.68,67.307,60.646,47.431,93.739,36.1,True,429.6283333333333,234.60007450980393,True,26.0,0.0,1.0,0.05,382.0677083333333,71.0,6.0,6.0,10.0,75.0,11.0,10.0,10.0,5.0,75.0,6.0,6.0,7.0,75.0,3.0,4.0,50.0,70.0,10.0,6.0,6.0,5.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
ConocoPhillips,COP,2020,6.36,6.2,5.87,7.16,67.368,57.264,50.998,93.739,28.2,True,429.6283333333333,700.0,True,27.0,0.0,0.0,0.09,382.0677083333333,72.0,6.0,6.0,10.0,75.0,14.0,10.0,13.0,9.0,75.0,6.0,6.0,11.0,75.0,3.0,4.0,51.0,71.0,12.0,6.0,6.0,5.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
ConocoPhillips,COP,2021,6.08,5.98,5.53,6.84,68.152,58.623,51.995,93.739,42.0,True,429.6283333333333,234.60007450980393,True,26.0,0.0,0.0,0.14,382.0677083333333,73.0,6.0,6.0,10.0,75.0,13.0,9.0,11.0,8.0,75.0,5.0,5.0,8.0,75.0,3.0,4.0,52.0,71.0,11.0,5.0,5.0,5.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
ConocoPhillips,COP,2022,6.24,6.17,5.86,6.73,67.911,62.066,47.824,93.739,48.528,True,429.6283333333333,234.60007450980393,True,27.0,0.0,0.0,0.12,382.0677083333333,74.0,6.0,6.0,11.0,75.0,14.0,9.0,12.0,7.0,75.0,6.0,6.0,8.0,75.0,2.0,4.0,54.0,72.0,12.0,5.0,5.0,5.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Large Cap,United States
Contact Energy Ltd,CEN,2015,1.54,0.15,1.31,5.45,39.242,10.45,28.537,78.597,22.403380067567568,False,429.6283333333333,234.60007450980393,False,44.37,0.20775193798449612,0.9289256198347108,0.37,382.0677083333333,10.0,3.0,3.0,4.0,91.66,7.0,9.0,7.0,11.0,100.0,3.0,2.0,3.0,88.88,2.0,2.0,50.06,72.24714285714286,4.0,3.0,2.0,1.0,100.0,3.0,341.7038493150685,423.77154455445543,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2016,1.92,0.5,0.93,7.06,38.286,12.202,28.809,73.721,22.403380067567568,False,429.6283333333333,234.60007450980393,False,44.0,0.20775193798449612,0.9289256198347108,0.58,382.0677083333333,11.0,3.0,3.0,4.0,94.09853801169591,5.0,8.0,5.0,13.0,93.34091862068965,3.0,3.0,3.0,100.0,2.0,2.0,50.06,72.24714285714286,5.0,3.0,3.0,3.0,100.0,3.0,341.7038493150685,423.77154455445543,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2017,3.97,3.37,2.15,7.51,43.145,14.044,30.381,84.859,22.403380067567568,True,429.6283333333333,234.60007450980393,False,43.0,0.20775193798449612,0.9289256198347108,0.48,382.0677083333333,12.0,3.0,3.0,4.0,100.0,6.0,6.0,6.0,10.0,100.0,3.0,3.0,4.0,100.0,2.0,3.0,50.06,72.24714285714286,6.0,3.0,3.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2018,4.28,3.98,2.89,6.46,47.782,22.531,35.822,84.859,22.403380067567568,True,429.6283333333333,1.397,False,42.0,0.0,0.9289256198347108,0.66,978.0,13.0,3.0,3.0,3.0,88.88,6.0,6.0,6.0,11.0,98.48,3.0,3.0,3.0,100.0,2.0,3.0,50.06,72.24714285714286,6.0,3.0,3.0,3.0,100.0,3.0,341.7038493150685,423.77154455445543,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2019,4.55,5.07,2.18,6.58,48.215,28.269,31.379,84.859,0.131,True,985.905,1.374,False,47.0,0.20775193798449612,0.9289256198347108,0.26,889.0,14.0,3.0,3.0,4.0,100.0,7.0,6.0,7.0,10.0,96.875,3.0,3.0,2.0,85.71,2.0,3.0,50.06,72.24714285714286,7.0,3.0,3.0,2.0,83.33,3.0,341.7038493150685,423.77154455445543,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2020,4.64,5.12,2.3,6.69,54.532,42.646,35.973,84.859,0.108,True,923.072,1.258,False,47.0,0.20775193798449612,0.9289256198347108,0.42,934.0,15.0,3.0,3.0,4.0,100.0,7.0,6.0,7.0,15.0,100.0,3.0,3.0,4.0,100.0,2.0,3.0,50.06,72.24714285714286,7.0,3.0,3.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2021,4.81,4.75,2.74,7.44,58.716,44.065,47.128,84.859,0.123,True,429.6283333333333,1.303,False,45.07,0.0,0.9289256198347108,0.42,923.0,16.0,3.0,3.0,4.0,88.88,7.0,9.0,7.0,14.0,97.97,3.0,3.0,5.0,93.33,3.0,3.0,50.06,72.24714285714286,7.0,3.0,3.0,5.0,93.33,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2022,4.9,4.82,2.78,7.66,63.314,52.673,52.328,84.859,0.09,True,783.169,1.384,False,42.57,0.0,0.0,0.9,382.0677083333333,17.0,3.0,3.0,4.0,100.0,7.0,10.0,7.0,10.0,100.0,3.0,3.0,4.0,100.0,2.0,4.0,50.06,72.24714285714286,7.0,3.0,3.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,Mid Cap,New Zealand
Contact Energy Ltd,CEN,2023,5.59,5.47,3.9,7.77,60.095,44.065,51.27,84.859,0.094,True,526.621,1.957,False,47.0,0.0,0.0,0.178,382.0677083333333,18.0,3.0,3.0,4.0,100.0,7.0,10.0,7.0,10.0,100.0,3.0,3.0,4.0,100.0,2.0,4.0,50.06,72.24714285714286,7.0,3.0,3.0,4.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,Mid Cap,New Zealand
CorEnergy Infrastructure Trust Inc,CORRQ,2021,1.81,0.15,1.5,5.29,32.914,0.332,12.122,86.093,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,155.0,16.0,3.0,3.0,6.0,75.0,5.0,6.0,3.0,10.0,75.0,3.0,3.0,10.0,75.0,1.0,1.0,58.0,69.0,3.0,3.0,3.0,10.0,75.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
CorEnergy Infrastructure Trust Inc,CORRQ,2022,1.87,0.15,1.5,5.55,32.914,0.332,12.122,86.093,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,156.0,17.0,4.0,4.0,6.0,75.0,6.0,6.0,4.0,15.0,75.0,4.0,4.0,7.0,75.0,0.0,1.0,51.0,71.0,4.0,4.0,4.0,7.0,75.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Coterra Energy Inc,CTRA,2015,2.95,2.18,1.21,6.99,34.866,1.51,15.417,87.477,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,624.0,27.0,3.0,3.0,4.0,75.0,7.0,10.0,6.0,6.0,75.0,3.0,3.0,4.0,75.0,1.0,1.0,58.0,73.0,6.0,3.0,3.0,4.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2016,3.02,2.18,1.55,6.76,34.866,1.51,15.417,87.477,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,576.0,28.0,4.0,4.0,4.0,100.0,6.0,10.0,5.0,6.0,100.0,3.0,3.0,4.0,100.0,1.0,1.0,59.0,71.0,5.0,3.0,3.0,4.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2017,3.02,2.16,1.55,6.79,35.238,1.993,16.052,87.477,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,468.0,29.0,4.0,4.0,4.0,100.0,8.0,11.0,7.0,6.0,100.0,4.0,4.0,4.0,100.0,1.0,2.0,57.0,72.0,7.0,4.0,4.0,4.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2018,3.01,2.11,1.55,6.87,35.238,1.993,16.052,87.477,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,483.0,30.0,4.0,4.0,4.0,100.0,9.0,12.0,8.0,6.0,100.0,4.0,4.0,4.0,100.0,1.0,2.0,58.0,73.0,8.0,4.0,4.0,4.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2019,4.65,4.49,3.09,6.78,46.927,26.457,26.693,87.477,1.109,True,429.6283333333333,234.60007450980393,False,26.508317841079464,0.0,0.9289256198347108,0.7,547.0,31.0,5.0,5.0,4.0,75.0,9.0,12.0,8.0,6.0,75.0,4.0,4.0,4.0,75.0,1.0,2.0,59.0,74.0,8.0,4.0,4.0,4.0,75.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2020,4.68,4.47,3.47,6.41,46.565,27.877,26.693,84.979,0.839,True,429.6283333333333,136.224,False,26.508317841079464,0.0,0.9289256198347108,0.69,503.0,32.0,5.0,5.0,4.0,75.0,9.0,12.0,8.0,8.0,75.0,4.0,4.0,4.0,75.0,1.0,2.0,60.0,75.0,8.0,4.0,4.0,4.0,75.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2021,5.06,4.74,3.81,7.05,46.354,28.722,27.721,82.48,1.13,True,429.6283333333333,96.454,False,26.508317841079464,0.0,0.9289256198347108,0.3,936.0,33.0,4.0,4.0,4.0,75.0,10.0,11.0,8.0,15.0,75.0,4.0,4.0,6.0,75.0,1.3815165876777251,4.0,57.0,72.0,8.0,4.0,4.0,4.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2022,5.11,4.72,3.75,7.39,49.915,29.055,35.58,84.979,86.738,True,429.6283333333333,168.643,False,23.92,0.0,0.9289256198347108,0.56,382.0677083333333,34.0,4.0,4.0,4.0,75.0,10.0,10.0,8.0,9.0,75.0,4.0,4.0,7.0,75.0,0.0,4.0,58.0,73.0,8.0,4.0,4.0,4.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,Mid Cap,United States
Coterra Energy Inc,CTRA,2023,5.27,4.86,3.75,7.82,50.397,29.478,36.608,84.979,56.549,True,429.6283333333333,248.029,True,20.89,0.0,0.9289256198347108,0.45,382.0677083333333,35.0,4.0,4.0,4.0,75.0,10.0,10.0,9.0,7.0,75.0,4.0,4.0,6.0,75.0,1.0,4.0,58.0,74.0,8.0,4.0,4.0,4.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,Mid Cap,United States
Crescent Energy Co,CRGY,2021,3.68,2.65,3.02,6.52,35.349,11.87,32.044,62.041,22.403380067567568,True,429.6283333333333,710.186,False,13.0,0.0,0.0,0.91,732.0,1.0,3.0,3.0,7.215712383488682,94.09853801169591,9.0,5.0,7.0,10.678117048346056,93.34091862068965,3.0,3.0,5.160390516039052,93.96819696969696,1.0,3.0,33.0,73.0,7.0,3.0,2.0,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,634.401,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,Mid Cap,United States
Crescent Energy Co,CRGY,2022,4.02,3.26,3.15,6.5,35.157,11.87,32.044,61.469,22.403380067567568,True,429.6283333333333,857.825,False,14.0,0.0,0.0,1.67,870.0,2.0,3.0,3.0,7.215712383488682,94.09853801169591,9.0,5.0,7.0,10.678117048346056,93.34091862068965,3.0,2.0,5.160390516039052,93.96819696969696,1.0,4.0,34.0,75.0,7.0,3.0,2.0,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,Mid Cap,United States
ENEOS Holdings Inc,5020,2015,2.27,1.47,1.94,4.27,49.15,46.089,28.295,72.968,15.64,False,429.6283333333333,234.60007450980393,True,26.508317841079464,0.0,3.0,0.5663528455284552,382.0677083333333,65.0,0.0,3.686777920410783,7.215712383488682,94.09853801169591,14.0,12.0,4.0,13.0,96.0,4.0,2.0,1.0,100.0,0.0,1.0,57.0,72.0,4.0,0.0,3.69811320754717,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,Mid Cap,Japan
ENEOS Holdings Inc,5020,2016,2.4,1.78,2.11,3.91,52.741,46.421,29.323,82.36,15.606,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.0,1.0,0.5663528455284552,382.0677083333333,66.0,0.0,3.686777920410783,7.215712383488682,94.09853801169591,14.0,9.0,4.0,14.0,98.0,4.0,2.0,1.0,100.0,0.0,1.0,58.0,73.0,4.0,4.0,2.0,1.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,Mid Cap,Japan
ENEOS Holdings Inc,5020,2017,3.61,3.48,3.4,4.07,65.356,62.791,44.559,88.621,14.666,True,429.6283333333333,6.0,True,11.3,0.0,2.0,0.222,382.0677083333333,67.0,0.0,3.686777920410783,7.215712383488682,94.09853801169591,16.0,12.0,4.0,14.0,99.0,6.0,3.0,2.0,100.0,0.0,1.0,54.0,74.0,4.0,6.0,3.0,3.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Japan
ENEOS Holdings Inc,5020,2018,4.79,5.62,3.37,4.99,67.971,68.137,44.559,91.12,15.449,True,429.6283333333333,0.825,True,10.9,0.0,1.0,0.162,382.0677083333333,68.0,5.0,3.0,7.215712383488682,94.09853801169591,18.0,11.0,6.0,15.0,98.6,6.0,3.0,3.0,100.0,0.0,2.0,55.0,75.0,6.0,6.0,3.0,3.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Japan
ENEOS Holdings Inc,5020,2019,4.45,5.4,2.67,4.88,69.037,68.137,42.745,96.117,16.878,True,429.6283333333333,0.508,True,10.9,0.0,0.0,0.25,382.0677083333333,69.0,5.0,3.0,11.0,96.4,17.0,10.0,6.0,14.0,97.3,5.0,3.0,4.0,95.7,0.0,3.0,58.0,76.0,6.0,5.0,3.0,4.0,95.7,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Japan
ENEOS Holdings Inc,5020,2020,4.49,5.6,2.82,4.54,73.011,76.442,46.372,96.117,14.044,True,429.6283333333333,0.596,True,11.6,0.0,0.0,0.202,382.0677083333333,70.0,5.0,3.0,15.0,100.0,16.0,18.0,6.0,14.0,99.6,5.0,3.0,5.0,100.0,0.0,3.0,56.0,77.0,6.0,5.0,3.0,5.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Japan
ENEOS Holdings Inc,5020,2021,5.0,6.52,2.22,5.85,76.733,76.442,57.557,96.117,11.969,True,429.6283333333333,0.61,True,12.4,2.0,2.0,0.3,382.0677083333333,71.0,5.0,3.0,14.0,98.48,16.0,14.0,6.0,11.0,98.3,5.0,3.0,3.0,100.0,0.0,3.0,57.0,71.0,6.0,5.0,3.0,4.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Japan
ENEOS Holdings Inc,5020,2022,5.39,6.76,2.98,5.92,77.91,78.164,59.371,96.117,13.237,True,429.6283333333333,5.734,True,13.2,0.0,0.0,0.226,382.0677083333333,72.0,5.0,3.0,15.0,100.0,17.0,13.0,6.0,14.0,100.0,5.0,3.0,3.0,100.0,1.0,3.0,56.0,72.0,6.0,5.0,3.0,6.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Japan
ENEOS Holdings Inc,5020,2023,5.27,6.16,3.04,6.34,74.228,66.717,59.764,96.117,13.315,True,429.6283333333333,234.60007450980393,True,13.9,0.0,0.0,0.2,382.0677083333333,73.0,5.0,3.0,15.0,98.67,16.0,13.0,6.0,14.0,98.565,5.0,3.0,6.0,100.0,1.0,3.0,57.0,73.0,6.0,5.0,3.0,7.0,96.43,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,Mid Cap,Japan
Ecopetrol SA,ECOPETL,2015,4.0,3.87,3.35,4.94,63.243,63.969,44.226,81.457,19.4,False,429.6283333333333,243.0,True,23.42,0.0,0.0,0.224,382.0677083333333,5.0,4.0,4.0,18.0,94.09853801169591,9.0,14.0,9.0,16.0,92.0,4.0,2.0,5.0,93.96819696969696,3.0,0.0,35.0,72.0,6.0,4.0,2.0,5.0,93.79323809523811,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Mid Cap,Canada
