Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,VOC Emissions,Particulate Emissions,Sulphur Dioxide / Sulphur Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,GHG Scope 3,Carbon per Unit of Production,Fuel Used - Natural Gas,Energy Per Unit of Production,Policy Against Child Labor,Community Spending,Gender Pay Gap Breakout,Pct Women in Middle and or Other Management,Pct Women in Workforce,Fatalities - Employees,Fatalities - Contractors,Fatalities - Total,Lost Time Incident Rate - Employees,Lost Time Incident Rate - Contractors,Lost Time Incident Rate - Workforce,Total Recordable Incident Rate - Employees,Total Recordable Incident Rate - Contractors,Total Recordable Incident Rate - Workforce,Number of Employees - CSR,Number of Contractors,Employee Turnover Pct,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Board Age Limit,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Carbon Monoxide Emissions,CO2 Scope 1,Scope of Disclosure,Total Energy Consumption,Electricity Used,Total Waste,Waste Recycled,Waste Sent to Landfills,Total Water Withdrawal,Total Water Discharged,Water Consumption,Human Rights Policy,Equal Opportunity Policy,Pct Women in Senior Management,Pct Minorities in Workforce,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Pct Employees Unionized,Employee Training Cost,Total Hours Spent by Firm - Employee Training,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Fuel Used - Coal/Lignite,Fuel Used - Crude Oil/Diesel,Waste Reduction Policy,Hazardous Waste,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Quality Assurance and Recall Policy,Consumer Data Protection Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Renewable Energy Use,80%+ Workforce Gender Pay Gap Waterfall,Political Donations,Company Conducts Board Evaluations,Company Has Executive Share Ownership Guidelines,Director Share Ownership Guidelines,GHG Scope 2 Market-Based,Self Generated Renewable Electricity,Pct Minorities in Management,Pct Disabled in Workforce,Percentage Gender Pay Gap for Senior Management,Percentage Gender Pay Gap Mid & Other Management,CO2 Scope 2 Location-Based,Water per Unit of Production,Pct Recycled Materials,Number of Suppliers Audited,Percentage Suppliers Audited,Number of Supplier Audits Conducted,Number Supplier Facilities Audited,Percentage of Suppliers in Non-Compliance,ODS Emissions,Number of Customer Complaints,Transition Plan Claim,Adopts TNFD Recommendations,Zero Deforestation Policy,Board Level Oversight of Biodiversity,Executive Level Oversight of Biodiversity,Company Discloses Employee Engagement Score,Indep Directors,Raw Materials Used,Percentage Gender Pay Gap Employees Ex Management,Percentage Raw Material from Sustainable Sources,"Revenue, Adj","Net Income, Adj",Margin %,"EPS, Adj",Market Cap ($M),Market Cap Category
AKITA Drilling Ltd,AKT.A,2021,1.010,0.000,0.460,3.770,32.079,1.087,13.876,81.096,,,,,No,,,,,,,No,,No,,,,,,0.800,,,3.550,,,600.000,,,,5.000,4.000,4.000,100.000,8.000,5.000,7.000,5.000,100.000,4.000,3.000,2.000,100.000,1.000,4.000,,59.000,82.000,5.000,4.000,3.000,2.000,100.000,1.000,,,,,,,,,,,,No,No,,,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,No,Yes,,,No,,No,No,No,No,Yes,No,No,No,,,,Yes,No,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,46.3,Small Cap
AKITA Drilling Ltd,AKT.A,2022,1.040,0.000,0.460,3.950,32.079,1.087,13.876,81.096,,,,,No,,,,,,,No,,No,,,,,,0.710,,,7.310,,,600.000,,,,4.000,4.000,4.000,100.000,8.000,3.000,7.000,4.000,96.774,4.000,4.000,3.000,87.500,1.000,3.000,,60.000,83.000,6.000,4.000,4.000,3.000,87.500,1.000,,,,,,,,,,,,No,No,,,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,No,Yes,,,No,,No,No,No,No,Yes,No,No,No,,,,Yes,No,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,46.3,Small Cap
AKITA Drilling Ltd,AKT.A,2023,1.090,0.000,0.470,4.150,32.763,1.087,15.931,81.096,,,,,No,,,,,,,Yes,,No,,,,,,0.240,,,4.200,,,600.000,,,,4.000,4.000,4.000,100.000,8.000,3.000,7.000,4.000,100.000,4.000,4.000,3.000,100.000,1.000,3.000,,61.000,84.000,6.000,4.000,4.000,3.000,100.000,1.000,,,,,,,,,,,,Yes,No,,,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,No,Yes,,,No,,No,No,No,No,Yes,No,No,No,,,,Yes,No,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,46.3,Small Cap
ARC Resources Ltd,ARX,2014,,,,,47.269,29.236,29.414,83.022,,,,3.313,No,763.457,390.485,,,,,No,2.100,No,24.000,33.000,0.000,0.000,0.000,0.160,0.370,,0.480,1.840,,603.000,,,13.000,4.000,4.000,5.000,100.000,10.000,12.000,9.000,7.000,98.570,4.000,4.000,9.000,94.440,2.000,1.000,,52.000,70.000,8.000,4.000,4.000,5.000,100.000,1.000,,,,"3,045.400",,,,,"7,926.560",14.667,,No,Yes,,,Yes,No,Yes,Yes,,1.765,,No,Yes,Yes,No,,,,No,,No,Yes,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2015,4.970,4.180,5.090,6.260,52.057,37.844,33.223,84.979,3.049,1.757,0.086,3.082,No,727.207,351.649,,,,,No,1.600,No,25.000,32.000,0.000,0.000,0.000,0.000,0.180,,0.320,1.470,,560.000,,,14.000,4.000,4.000,6.000,100.000,10.000,11.000,9.000,10.000,96.670,4.000,4.000,6.000,100.000,2.000,1.000,,53.000,71.000,8.000,4.000,4.000,5.000,91.670,1.000,,,,"2,917.920",,,,,"7,888.200",21.489,,No,Yes,,,Yes,Yes,Yes,Yes,,1.654,,No,Yes,Yes,No,,,,No,,No,Yes,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2016,5.570,4.220,5.250,8.540,54.150,37.844,33.223,91.240,3.273,1.721,0.066,2.482,No,641.337,339.757,,,,,No,1.500,No,24.000,30.000,0.000,0.000,0.000,0.000,0.000,,0.400,0.780,,464.000,,,15.000,3.000,3.000,5.000,100.000,11.000,13.000,10.000,9.000,99.400,4.000,4.000,4.000,90.000,2.000,2.000,,54.000,72.000,9.000,4.000,4.000,5.000,100.000,1.000,,,,"2,854.880",,,,,"7,609.030",2.590,,No,Yes,,,Yes,Yes,Yes,Yes,,0.877,,No,Yes,Yes,No,,,,No,,No,Yes,No,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2017,5.370,4.040,5.170,8.160,53.023,34.461,33.223,91.240,4.072,2.150,0.076,0.778,No,685.432,326.013,,,,,No,1.500,No,20.000,27.000,0.000,0.000,0.000,0.000,0.080,,0.640,0.830,,471.000,,,1.000,3.000,3.000,5.000,100.000,11.000,12.000,10.000,7.000,98.570,3.000,3.000,4.000,100.000,2.000,2.000,,55.000,73.000,9.000,4.000,4.000,5.000,100.000,1.000,,,,"3,067.120",,,,,"8,028.080",,,No,Yes,,,Yes,Yes,Yes,Yes,,0.738,,No,Yes,Yes,No,,,,No,,No,Yes,No,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2018,5.420,4.120,5.410,7.920,53.023,34.461,33.223,91.240,4.075,1.803,0.115,0.395,No,636.615,258.980,,,,,No,1.500,No,20.000,27.000,0.000,0.000,0.000,0.000,0.000,,0.640,0.820,,444.000,,,2.000,3.000,3.000,4.000,100.000,10.000,11.000,9.000,7.000,98.460,3.000,3.000,5.000,100.000,2.000,2.000,,56.000,72.000,9.000,3.000,3.000,5.000,100.000,1.000,,,,"2,868.220",,,,,"7,817.900",,,No,Yes,,,Yes,Yes,Yes,Yes,,0.781,,No,Yes,Yes,No,,,,No,,No,Yes,No,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2019,6.530,5.460,7.190,7.780,53.305,35.307,33.223,91.240,3.509,1.068,0.097,0.290,No,505.159,129.283,,,,,No,1.500,No,20.000,26.000,0.000,0.000,0.000,0.000,0.190,,0.230,0.520,,438.000,,,3.000,3.000,3.000,5.000,100.000,10.000,10.000,9.000,7.000,100.000,3.000,3.000,6.000,100.000,2.000,2.000,,57.000,73.000,9.000,3.000,3.000,5.000,100.000,1.000,,,,"2,459.280",,,,,"8,514.470",,,No,Yes,,,Yes,Yes,Yes,Yes,,0.983,,No,Yes,Yes,No,,,,No,,No,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2020,5.900,4.940,5.450,8.180,53.305,35.307,33.223,91.240,2.815,0.981,0.081,0.097,No,516.128,101.431,,,,,No,1.500,No,26.000,26.000,0.000,0.000,0.000,0.000,0.080,,0.700,0.580,,422.000,,,4.000,3.000,3.000,7.000,100.000,10.000,8.000,9.000,10.000,100.000,3.000,3.000,6.000,100.000,2.000,2.000,,52.000,74.000,9.000,3.000,3.000,6.000,100.000,1.000,,,,"2,674.430",,,,,"6,996.000",,,No,Yes,,,Yes,Yes,Yes,Yes,,0.956,,No,Yes,Yes,No,,,,No,,No,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2021,5.450,4.670,4.420,8.080,53.465,38.689,38.362,83.233,6.250,1.242,0.193,0.060,No,"1,819.010",41.531,,,,,No,1.700,No,30.000,29.000,0.000,0.000,0.000,0.000,0.090,,0.180,0.450,,522.000,327.000,27.000,5.000,4.000,4.000,3.000,,12.000,12.000,11.000,12.000,,4.000,4.000,6.000,100.000,4.000,5.000,,52.000,70.000,10.000,3.000,3.000,4.000,,1.000,,,,"7,415.450",,,,,"2,878.860",0.000,,No,Yes,,,Yes,Yes,Yes,Yes,,1.279,,No,Yes,Yes,No,,,,No,,No,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2022,5.150,3.840,4.810,8.110,58.958,47.961,39.934,88.862,6.495,1.756,0.201,0.145,No,"1,827.980",49.941,,0.015,,,No,3.000,No,28.000,29.000,0.000,0.000,0.000,0.360,0.000,,0.550,0.410,,584.000,321.000,9.000,6.000,3.000,3.000,5.000,100.000,11.000,12.000,10.000,9.000,,3.000,3.000,6.000,94.110,4.000,5.000,,53.000,71.000,9.000,3.000,3.000,5.000,100.000,1.000,,,,"7,443.480",,424.962,0.637,211.356,"2,907.940",0.000,,No,Yes,28.000,,Yes,Yes,Yes,Yes,,3.200,,No,Yes,Yes,No,,,,No,17.484,No,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
ARC Resources Ltd,ARX,2023,,,,,36.676,2.688,20.798,86.364,,,,,Yes,,,,,,,No,,No,,,,,,,,,,,,622.000,,,7.000,3.000,3.000,4.000,,10.000,13.000,9.000,7.000,,3.000,3.000,5.000,100.000,4.000,3.000,,54.000,71.000,8.000,3.000,3.000,5.000,92.300,1.000,,,,,,,,,,,,No,Yes,,,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,No,,,,No,,No,Yes,Yes,,,No,Yes,No,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.3,Large Cap
Abu Dhabi National Energy Co PJSC,TAQA,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,118.000","2,928.000",18.166,0.483,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,680.000",-4.000,-0.024,-0.001,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,740.000",325.000,1.832,0.058,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,057.000","3,182.000",52.534,0.040,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,985.000","3,249.000",13.546,0.034,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,294.000","5,458.000",12.050,0.049,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,051.000","7,286.000",14.557,0.065,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,717.000","5,834.000",11.281,0.052,94889.0,Mega Cap
Abu Dhabi National Energy Co PJSC,TAQA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,916.000","7,815.000",14.495,0.070,94889.0,Mega Cap
Advantage Energy Ltd,AAV,2014,,,,,29.806,0.000,6.197,83.022,,,,,No,,,,,,,No,,,,,,,,,,,,,,27.000,,,8.000,3.000,3.000,4.000,100.000,5.000,3.000,4.000,14.000,96.000,4.000,4.000,4.000,100.000,0.000,0.000,,56.000,73.000,4.000,4.000,4.000,4.000,100.000,1.000,,,,,,,,,,,,No,Yes,,,Yes,No,Yes,No,,,,No,No,No,No,No,,,No,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2015,1.950,0.630,0.620,7.380,34.111,2.839,15.024,84.287,,,,,No,89.709,,,0.063,,,No,,,,,,,,,,,0.840,,,26.000,44.000,,9.000,3.000,3.000,4.000,100.000,6.000,3.000,5.000,8.000,100.000,5.000,5.000,3.000,100.000,0.000,0.000,,48.000,74.000,5.000,5.000,5.000,3.000,100.000,1.000,,,,,,,,,,,,No,Yes,,,Yes,Yes,Yes,Yes,,,,No,No,No,No,No,,,No,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2016,2.010,0.720,0.620,7.410,34.343,2.839,15.024,84.979,,,,,No,144.750,,,0.071,,,No,,,,,,,,,,,0.840,,,27.000,43.000,,10.000,3.000,3.000,4.000,100.000,6.000,3.000,5.000,8.000,95.830,5.000,5.000,2.000,100.000,0.000,1.000,,49.000,75.000,5.000,5.000,5.000,2.000,100.000,1.000,,,,,,,,,,,,No,Yes,,,Yes,Yes,Yes,Yes,,,,No,No,No,No,No,,,No,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2017,2.020,0.820,0.540,7.320,34.735,4.017,15.024,84.979,,,,,No,173.327,,,0.075,,,No,,,,,,,,,,,1.040,,,29.000,41.000,,11.000,3.000,3.000,4.000,100.000,6.000,3.000,5.000,9.000,100.000,5.000,5.000,3.000,100.000,0.000,1.000,,50.000,76.000,5.000,5.000,5.000,3.000,100.000,1.000,,,,,,,,,,,,No,Yes,,,Yes,Yes,Yes,Yes,,,,No,Yes,No,No,No,,,No,,No,Yes,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2018,3.370,2.260,2.280,7.070,49.683,24.524,39.420,84.979,0.302,,,0.213,No,207.820,0.271,,0.014,,0.448,No,0.058,,,31.000,0.000,0.000,0.000,0.000,1.220,1.170,0.000,1.070,0.570,34.000,38.000,,12.000,3.000,3.000,4.000,100.000,6.000,5.000,5.000,10.000,96.660,5.000,5.000,5.000,88.000,0.000,1.000,,51.000,77.000,5.000,5.000,5.000,5.000,88.000,1.000,,161.455,,929.061,38.637,,,,12.036,,,No,Yes,,15.000,Yes,Yes,Yes,Yes,,0.016,,No,Yes,No,No,No,,,No,,No,Yes,No,,,No,No,No,,,,,,,,,,,,,,21.000,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2019,3.140,2.040,1.940,7.080,49.110,29.085,39.420,78.718,0.331,0.175,0.005,0.220,No,242.040,0.277,,0.110,,0.491,No,0.129,,,18.000,0.000,0.000,0.000,2.940,0.150,0.290,2.940,0.450,0.570,39.000,39.000,,13.000,3.000,3.000,4.000,100.000,6.000,5.000,5.000,15.000,96.660,5.000,5.000,3.000,100.000,0.000,1.000,,52.000,78.000,5.000,4.000,4.000,,,1.000,,188.680,,"1,083.820",45.885,,,,150.482,,,No,Yes,,15.000,Yes,Yes,Yes,Yes,,0.020,,No,No,No,No,No,,,No,,No,No,No,,,No,No,No,,,,,,,,,,,,,,27.000,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2020,4.400,2.680,4.890,7.380,50.015,30.686,39.420,79.831,0.504,0.220,0.008,0.260,No,284.093,2.303,,0.125,,0.554,No,0.058,,,18.000,0.000,0.000,0.000,0.000,0.830,0.830,0.000,0.830,0.830,39.000,51.000,,14.000,4.000,4.000,4.000,100.000,7.000,6.000,6.000,14.000,,4.000,4.000,5.000,,0.000,1.000,,53.000,79.000,6.000,4.000,4.000,2.000,100.000,1.000,,225.258,,"1,239.820",3.386,,,,84.492,,,No,Yes,,18.000,Yes,Yes,Yes,Yes,,0.030,,No,Yes,No,No,Yes,,,No,,No,Yes,No,,,No,No,No,,,,,,,,,,,,,,10.000,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2021,3.730,2.390,3.200,7.170,50.609,27.303,39.420,84.979,0.813,0.432,0.010,0.486,No,323.274,3.144,,0.132,,0.540,No,0.161,,,21.000,0.000,0.000,0.000,0.000,0.150,0.150,0.000,0.600,0.600,42.000,55.000,,15.000,6.000,6.000,4.000,100.000,8.000,6.000,7.000,23.000,99.450,4.000,4.000,4.000,100.000,0.000,2.000,,50.000,80.000,7.000,5.000,5.000,2.000,100.000,1.000,,239.113,,"1,312.160",4.693,,,,396.681,,,No,Yes,,19.000,Yes,Yes,Yes,Yes,,0.015,,No,Yes,No,No,Yes,,,No,,No,Yes,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2022,4.070,2.800,3.580,7.230,63.424,44.971,53.960,91.240,0.527,0.318,0.016,0.584,No,327.349,3.125,,0.117,,0.525,No,0.829,,,25.000,0.000,0.000,0.000,0.000,0.340,0.340,0.000,0.890,0.890,53.000,53.000,2.100,16.000,6.000,6.000,4.000,100.000,9.000,5.000,7.000,13.000,98.140,4.000,4.000,2.000,100.000,0.000,3.000,,48.000,72.000,7.000,6.000,6.000,4.000,95.450,1.000,,270.461,,"1,474.770",4.883,0.108,,,623.933,,,No,Yes,,17.000,Yes,Yes,Yes,Yes,,0.035,,Yes,Yes,No,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,Yes,No,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Advantage Energy Ltd,AAV,2023,,,,,38.759,17.638,13.483,84.979,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,61.000,,,17.000,6.000,6.000,4.000,100.000,9.000,5.000,7.000,11.000,97.980,5.000,5.000,3.000,100.000,0.000,3.000,,49.000,73.000,7.000,6.000,6.000,2.000,100.000,1.000,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8,Small Cap
Ampol Ltd,ALD,2014,,,,,33.940,7.792,18.350,75.527,,,,,No,"1,704.470",269.848,,,,,No,,Yes,23.000,36.000,,,,,,0.154,,,0.352,"3,067.000",,,,3.000,3.000,4.000,100.000,8.000,7.000,7.000,9.000,97.220,4.000,3.000,4.000,100.000,0.000,2.000,,,,4.000,7.000,4.000,3.000,100.000,3.000,,,,,,,,,,,,No,Yes,25.000,,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,No,Yes,,,Yes,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258.6,Mid Cap
Ampol Ltd,ALD,2015,3.210,1.980,2.520,6.660,40.127,23.860,20.163,76.219,0.882,0.916,0.248,5.609,No,938.697,197.970,,,,,No,,Yes,22.000,38.000,0.000,,,,,0.124,,,1.559,"2,988.000",,,,4.000,4.000,4.000,100.000,7.000,7.000,6.000,10.000,100.000,4.000,4.000,4.000,100.000,0.000,2.000,,,,6.000,6.000,6.000,4.000,100.000,3.000,3.696,,,"80,204.102",,,,,,,,No,Yes,28.000,,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,No,Yes,,,Yes,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258.6,Mid Cap
Ampol Ltd,ALD,2016,3.420,2.800,1.930,6.570,45.156,34.008,25.121,76.219,0.994,0.981,0.449,6.300,No,733.537,178.273,,,,,No,2.570,Yes,29.000,39.000,0.000,,,,,0.220,,,1.120,"2,989.000",,,,3.000,3.000,4.000,100.000,7.000,7.000,6.000,17.000,96.639,3.000,3.000,4.000,100.000,3.000,2.000,,,,6.000,6.000,6.000,4.000,100.000,3.000,5.063,,,"67,034.602",,,,,,,,No,Yes,28.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258.6,Mid Cap
Ampol Ltd,ALD,2017,2.960,2.030,1.850,6.300,43.849,23.860,31.348,76.219,0.983,1.065,0.481,6.265,No,737.663,183.784,,,,,No,2.180,Yes,36.000,39.000,1.000,,,,,0.272,,,1.040,"4,592.000",,,,4.000,4.000,4.000,100.000,7.000,9.000,6.000,25.000,98.800,3.000,3.000,5.000,100.000,3.000,3.000,,,,6.000,6.000,6.000,4.000,95.650,3.000,7.225,,,"70,595.797",,,,,,,,Yes,Yes,37.100,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,65.000,,,,,,,,,,,,,,,4258.6,Mid Cap
Ampol Ltd,ALD,2018,3.670,2.840,2.430,6.860,52.651,48.716,32.920,76.219,0.941,0.890,0.497,5.987,Yes,739.832,210.821,,,,,No,2.360,Yes,42.000,40.700,0.000,,,,,0.390,,,1.658,"6,629.000",,,,3.000,3.000,4.000,100.000,8.000,8.000,7.000,15.000,100.000,3.000,3.000,3.000,100.000,3.000,3.000,,,,7.000,7.000,7.000,2.000,100.000,3.000,3.991,,,"70,239.203",,,,,,,,Yes,Yes,34.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,No,No,,,No,No,No,,99.000,,,,,,,,,,,,,,,,,,,,32.000,,,,,,,,,,,,,,,4258.6,Mid Cap
Ampol Ltd,ALD,2019,4.740,5.030,2.430,7.050,61.624,63.636,32.376,88.742,0.888,1.059,0.538,5.933,Yes,673.668,230.539,"41,116.102",,,,Yes,2.480,Yes,31.000,42.600,0.000,,,,,1.140,,,2.300,"7,644.000",,,,4.000,4.000,4.000,100.000,7.000,6.000,6.000,28.000,96.930,3.000,3.000,4.000,100.000,3.000,3.000,,,,6.000,6.000,6.000,3.000,100.000,3.000,5.819,643.497,,"65,122.102",,27.098,15.316,6.254,"1,164.400",,,Yes,Yes,37.400,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,19.092,Yes,Yes,No,,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,62.000,,,,,,,,,,,,,,,4258.6,Mid Cap
Ampol Ltd,ALD,2020,4.520,4.700,2.470,6.690,57.630,63.636,32.376,76.791,0.574,0.818,0.369,3.650,Yes,576.611,222.097,"38,234.500",,,,Yes,2.470,Yes,37.700,42.800,0.000,,,,,0.620,,,1.480,"8,127.000",,,,4.000,4.000,5.000,100.000,8.000,6.000,7.000,38.000,98.480,4.000,4.000,3.000,100.000,1.000,3.000,,,,7.000,5.000,5.000,1.000,100.000,,3.699,558.686,,"53,344.398",,11.613,3.235,5.673,"1,146.980",,,Yes,Yes,37.700,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,4.195,Yes,Yes,No,,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,34.000,,,,,,,,,,,,,,,4258.6,Mid Cap
